user_count,pdu_sessions_per_user,qwen3_npu_count,npu_hbm_per_npu_gb,qwen3_invocation_ratio,qwen3_input_tokens_per_request,qwen3_output_tokens_per_request,qwen3_tokens_per_request,qwen3_token_capacity_per_replica,qwen3_tensor_parallel_size,qwen3_available_replicas,qwen3_request_rps,qwen3_token_demand_tps,qwen3_raw_utilization,qwen3_load_band,qwen3_effective_token_demand_tps,qwen3_nonlinear_multiplier,qwen3_cluster_token_capacity_tps,production_npu_total_hbm_gb,total_rps,intent_ratio,intent_candidate_rps,actual_total_intent_share,intent_rps,linear_cpu_ms_per_request,linear_cpu_utilization,cpu_load_band,cpu_nonlinear_multiplier,cpu_ms_per_request,cpu_core_demand,cpu_utilization,cpu_status,ram_gb,ram_utilization,memory_traffic_gbps,npu_utilization,npu_status,npu_hbm_gb,npu_hbm_utilization,linear_network_utilization,network_load_band,network_nonlinear_multiplier,network_bandwidth_gbps,network_utilization,network_status,mean_latency_ms,p95_latency_ms,p99_latency_ms,system_status,initial_registration_per_user_per_hour,initial_registration_rps,periodic_registration_per_user_per_hour,periodic_registration_rps,mobility_registration_per_user_per_hour,mobility_registration_rps,initial_pdu_session_establishment_per_user_per_hour,initial_pdu_session_establishment_rps,pdu_session_release_per_user_per_hour,pdu_session_release_rps,pdu_session_modification_per_user_per_hour,pdu_session_modification_rps,service_request_per_user_per_hour,service_request_rps,an_release_per_user_per_hour,an_release_rps,handover_per_user_per_hour,handover_rps,paging_per_user_per_hour,paging_rps
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,0.000,0.000,0.000,0,0.000,1.000,481280.000,4096.000,14486.111,0.000,14486.111,0.000,0.000,1.504,0.085,0,1.000,1.504,21.781,0.085,stable,32.034,0.125,7.417,0.000,stable,0.000,0.000,0.009,0,1.000,0.942,0.009,stable,20.613,24.447,33.004,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,144.861,19121.667,0.040,0,19121.667,1.000,481280.000,4096.000,14486.111,0.100,14486.111,0.100,1448.611,1.674,0.095,0,1.000,1.674,24.243,0.095,stable,32.034,0.125,12.609,0.040,stable,2048.005,0.500,0.011,0,1.000,1.081,0.011,stable,21.229,25.670,34.655,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,289.722,38243.333,0.079,0,38243.333,1.000,481280.000,4096.000,14486.111,0.200,14486.111,0.200,2897.222,1.844,0.104,0,1.000,1.844,26.706,0.104,stable,32.034,0.125,17.801,0.079,stable,2048.009,0.500,0.012,0,1.000,1.220,0.012,stable,21.849,26.938,36.366,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,434.583,57365.000,0.119,0,57365.000,1.000,481280.000,4096.000,14486.111,0.300,14486.111,0.300,4345.833,2.014,0.114,0,1.000,2.014,29.168,0.114,stable,32.034,0.125,22.992,0.119,stable,2048.014,0.500,0.014,0,1.000,1.359,0.014,stable,22.473,28.555,38.549,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,579.444,76486.667,0.159,0,76486.667,1.000,481280.000,4096.000,14486.111,0.400,14486.111,0.400,5794.444,2.184,0.124,0,1.000,2.184,31.631,0.124,stable,32.034,0.125,28.184,0.159,stable,2048.018,0.500,0.015,0,1.000,1.498,0.015,stable,23.102,31.832,42.974,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,724.306,95608.333,0.199,0,95608.333,1.000,481280.000,4096.000,14486.111,0.500,14486.111,0.500,7243.056,2.354,0.133,0,1.000,2.354,34.094,0.133,stable,32.034,0.125,33.376,0.199,stable,2048.023,0.500,0.016,0,1.000,1.637,0.016,stable,23.736,35.504,47.931,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,869.167,114730.000,0.238,0,114730.000,1.000,481280.000,4096.000,14486.111,0.600,14486.111,0.600,8691.667,2.524,0.143,0,1.000,2.524,36.556,0.143,stable,32.034,0.125,38.568,0.238,stable,2048.027,0.500,0.018,0,1.000,1.776,0.018,stable,24.375,39.634,53.505,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1014.028,133851.667,0.278,0,133851.667,1.000,481280.000,4096.000,14486.111,0.700,14486.111,0.700,10140.278,2.694,0.152,0,1.000,2.694,39.019,0.152,stable,32.034,0.125,43.760,0.278,stable,2048.032,0.500,0.019,0,1.000,1.915,0.019,stable,25.019,44.297,59.801,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1158.889,152973.333,0.318,0,152973.333,1.000,481280.000,4096.000,14486.111,0.800,14486.111,0.800,11588.889,2.864,0.162,0,1.000,2.864,41.482,0.162,stable,32.034,0.125,48.951,0.318,stable,2048.036,0.500,0.021,0,1.000,2.054,0.021,stable,25.669,49.589,66.945,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1303.750,172095.000,0.358,0,172095.000,1.000,481280.000,4096.000,14486.111,0.900,14486.111,0.900,13037.500,3.034,0.172,0,1.000,3.034,43.944,0.172,stable,32.034,0.125,54.143,0.358,stable,2048.041,0.500,0.022,0,1.000,2.193,0.022,stable,26.324,55.628,75.097,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1448.611,191216.667,0.397,0,191216.667,1.000,481280.000,4096.000,14486.111,1.000,14486.111,1.000,14486.111,3.204,0.181,0,1.000,3.204,46.407,0.181,stable,32.034,0.125,59.335,0.397,stable,2048.045,0.500,0.023,0,1.000,2.332,0.023,stable,26.985,62.562,84.459,stable,0.100,13.889,0.100,13.889,7.000,972.222,1.000,138.889,1.000,138.889,2.000,277.778,21.000,2916.667,35.000,4861.111,23.100,3208.333,14.000,1944.444
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,0.000,0.000,0.000,0,0.000,1.000,481280.000,4096.000,28972.222,0.000,28972.222,0.000,0.000,1.504,0.170,0,1.000,1.504,43.561,0.170,stable,32.069,0.125,14.834,0.000,stable,0.000,0.000,0.019,0,1.000,1.883,0.019,stable,20.783,29.306,39.563,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,289.722,38243.333,0.079,0,38243.333,1.000,481280.000,4096.000,28972.222,0.100,28972.222,0.100,2897.222,1.674,0.189,0,1.000,1.674,48.486,0.189,stable,32.069,0.125,25.217,0.079,stable,2048.009,0.500,0.022,0,1.000,2.161,0.022,stable,21.446,31.468,42.481,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,579.444,76486.667,0.159,0,76486.667,1.000,481280.000,4096.000,28972.222,0.200,28972.222,0.200,5794.444,1.844,0.209,0,1.000,1.844,53.412,0.209,stable,32.069,0.125,35.601,0.159,stable,2048.018,0.500,0.024,0,1.000,2.439,0.024,stable,22.121,33.786,45.611,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,869.167,114730.000,0.238,0,114730.000,1.000,481280.000,4096.000,28972.222,0.300,28972.222,0.300,8691.667,2.014,0.228,0,1.000,2.014,58.337,0.228,stable,32.069,0.125,45.985,0.238,stable,2048.027,0.500,0.027,0,1.000,2.718,0.027,stable,22.810,37.089,50.070,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1158.889,152973.333,0.318,0,152973.333,1.000,481280.000,4096.000,28972.222,0.400,28972.222,0.400,11588.889,2.184,0.247,0,1.000,2.184,63.262,0.247,stable,32.069,0.125,56.368,0.318,stable,2048.036,0.500,0.030,0,1.000,2.996,0.030,stable,23.513,45.424,61.322,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1448.611,191216.667,0.397,0,191216.667,1.000,481280.000,4096.000,28972.222,0.500,28972.222,0.500,14486.111,2.354,0.266,0,1.000,2.354,68.188,0.266,stable,32.069,0.125,66.752,0.397,stable,2048.045,0.500,0.033,0,1.000,3.274,0.033,stable,24.231,56.177,75.839,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1738.333,229460.000,0.477,0,229460.000,1.000,481280.000,4096.000,28972.222,0.600,28972.222,0.600,17383.333,2.524,0.286,0,1.000,2.524,73.113,0.286,stable,32.069,0.125,77.136,0.477,stable,2048.054,0.500,0.036,0,1.000,3.552,0.036,stable,24.965,70.462,95.124,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2028.056,267703.333,0.556,0,267703.333,1.000,481280.000,4096.000,28972.222,0.700,28972.222,0.700,20280.556,2.694,0.305,0,1.000,2.694,78.038,0.305,stable,32.069,0.125,87.519,0.556,stable,2048.063,0.500,0.038,0,1.000,3.830,0.038,stable,25.718,90.189,121.756,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2317.778,305946.667,0.636,1,308523.467,1.008,481280.000,4096.000,28972.222,0.800,28972.222,0.800,23177.778,2.864,0.324,0,1.000,2.864,82.963,0.324,stable,32.069,0.125,97.903,0.641,stable,2048.072,0.500,0.041,0,1.000,4.108,0.041,stable,26.490,121.107,163.495,stable,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2607.500,344190.000,0.715,1,352503.300,1.024,481280.000,4096.000,28972.222,0.900,28972.222,0.900,26075.000,3.034,0.343,0,1.000,3.034,87.889,0.343,stable,32.069,0.125,108.287,0.732,degraded,2048.081,0.500,0.044,0,1.000,4.386,0.044,stable,27.284,176.652,238.481,degraded,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2897.222,382433.333,0.795,1,396483.133,1.037,481280.000,4096.000,28972.222,1.000,28972.222,1.000,28972.222,3.204,0.363,0,1.000,3.204,92.814,0.363,stable,32.069,0.125,118.670,0.824,degraded,2048.091,0.500,0.047,0,1.000,4.664,0.047,stable,28.101,281.006,392.687,degraded,0.100,27.778,0.100,27.778,7.000,1944.444,1.000,277.778,1.000,277.778,2.000,555.556,21.000,5833.333,35.000,9722.222,23.100,6416.667,14.000,3888.889
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,0.000,0.000,0.000,0,0.000,1.000,481280.000,4096.000,43458.333,0.000,43458.333,0.000,0.000,1.504,0.255,0,1.000,1.504,65.342,0.255,stable,32.103,0.125,22.251,0.000,stable,0.000,0.000,0.028,0,1.000,2.825,0.028,stable,20.991,35.379,47.761,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,434.583,57365.000,0.119,0,57365.000,1.000,481280.000,4096.000,43458.333,0.100,43458.333,0.100,4345.833,1.674,0.284,0,1.000,1.674,72.730,0.284,stable,32.103,0.125,37.826,0.119,stable,2048.014,0.500,0.032,0,1.000,3.242,0.032,stable,21.720,38.959,52.595,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,869.167,114730.000,0.238,0,114730.000,1.000,481280.000,4096.000,43458.333,0.200,43458.333,0.200,8691.667,1.844,0.313,0,1.000,1.844,80.118,0.313,stable,32.103,0.125,53.402,0.238,stable,2048.027,0.500,0.037,0,1.000,3.659,0.037,stable,22.476,42.953,57.986,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1303.750,172095.000,0.358,0,172095.000,1.000,481280.000,4096.000,43458.333,0.300,43458.333,0.300,13037.500,2.014,0.342,0,1.000,2.014,87.505,0.342,stable,32.103,0.125,68.977,0.358,stable,2048.041,0.500,0.041,0,1.000,4.076,0.041,stable,23.263,49.159,66.365,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1738.333,229460.000,0.477,0,229460.000,1.000,481280.000,4096.000,43458.333,0.400,43458.333,0.400,17383.333,2.184,0.371,0,1.000,2.184,94.893,0.371,stable,32.103,0.125,84.553,0.477,stable,2048.054,0.500,0.045,0,1.000,4.493,0.045,stable,24.084,67.974,91.765,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2172.917,286825.000,0.596,0,286825.000,1.000,481280.000,4096.000,43458.333,0.500,43458.333,0.500,21729.167,2.354,0.400,0,1.000,2.354,102.281,0.400,stable,32.103,0.125,100.128,0.596,stable,2048.068,0.500,0.049,0,1.000,4.911,0.049,stable,24.944,98.530,133.015,stable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,2607.500,344190.000,0.715,1,352503.300,1.024,481280.000,4096.000,43458.333,0.600,43458.333,0.600,26075.000,2.524,0.428,0,1.000,2.524,109.669,0.428,stable,32.103,0.125,115.703,0.732,degraded,2048.081,0.500,0.053,0,1.000,5.328,0.053,stable,25.850,167.369,225.948,degraded,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,3042.083,401555.000,0.834,2,421779.250,1.050,481280.000,4096.000,43458.333,0.700,43458.333,0.700,30420.833,2.694,0.457,0,1.000,2.694,117.057,0.457,stable,32.103,0.125,131.279,0.876,high_risk,2048.095,0.500,0.057,0,1.000,5.745,0.057,stable,26.809,268.091,402.136,high_risk,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,3476.667,458920.000,0.954,3,505664.000,1.102,481280.000,4096.000,43458.333,0.800,43458.333,0.800,34766.667,2.864,0.486,0,1.000,2.864,124.445,0.486,stable,32.103,0.125,146.854,1.051,unstable,2048.109,0.500,0.062,0,1.000,6.162,0.062,stable,inf,inf,inf,unstable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,3911.250,516285.000,1.073,3,597448.000,1.157,481280.000,4096.000,43458.333,0.900,43458.333,0.900,39112.500,3.034,0.515,0,1.000,3.034,131.833,0.515,stable,32.103,0.125,162.430,1.241,unstable,2048.122,0.500,0.066,0,1.000,6.579,0.066,stable,inf,inf,inf,unstable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
1500000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,4345.833,573650.000,1.192,3,689232.000,1.201,481280.000,4096.000,43458.333,1.000,43458.333,1.000,43458.333,3.204,0.544,0,1.000,3.204,139.221,0.544,stable,32.103,0.125,178.005,1.432,unstable,2048.136,0.500,0.070,0,1.000,6.997,0.070,stable,inf,inf,inf,unstable,0.100,41.667,0.100,41.667,7.000,2916.667,1.000,416.667,1.000,416.667,2.000,833.333,21.000,8750.000,35.000,14583.333,23.100,9625.000,14.000,5833.333
2000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,0.000,0.000,0.000,0,0.000,1.000,481280.000,4096.000,57944.444,0.000,57944.444,0.000,0.000,1.504,0.340,0,1.000,1.504,87.122,0.340,stable,32.138,0.126,29.668,0.000,stable,0.000,0.000,0.038,0,1.000,3.766,0.038,stable,21.252,43.180,58.293,stable,0.100,55.556,0.100,55.556,7.000,3888.889,1.000,555.556,1.000,555.556,2.000,1111.111,21.000,11666.667,35.000,19444.444,23.100,12833.333,14.000,7777.778
2000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,579.444,76486.667,0.159,0,76486.667,1.000,481280.000,4096.000,57944.444,0.100,57944.444,0.100,5794.444,1.674,0.379,0,1.000,1.674,96.973,0.379,stable,32.138,0.126,50.435,0.159,stable,2048.018,0.500,0.043,0,1.000,4.322,0.043,stable,22.078,49.003,66.154,stable,0.100,55.556,0.100,55.556,7.000,3888.889,1.000,555.556,1.000,555.556,2.000,1111.111,21.000,11666.667,35.000,19444.444,23.100,12833.333,14.000,7777.778
2000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1158.889,152973.333,0.318,0,152973.333,1.000,481280.000,4096.000,57944.444,0.200,57944.444,0.200,11588.889,1.844,0.417,0,1.000,1.844,106.823,0.417,stable,32.138,0.126,71.202,0.318,stable,2048.036,0.500,0.049,0,1.000,4.879,0.049,stable,22.958,55.838,75.381,stable,0.100,55.556,0.100,55.556,7.000,3888.889,1.000,555.556,1.000,555.556,2.000,1111.111,21.000,11666.667,35.000,19444.444,23.100,12833.333,14.000,7777.778
2000000.000,2.000,128,32.000,0.100,128.000,4.000,132.000,15040.000,4,32,1738.333,229460.000,0.477,0,229460.000,1.000,481280.000,4096.000,57944.444,0.300,57944.444,0.300,17383.333,2.014,0.456,0,1.000,2.014,116.674,0.456,stable,32.138,0.126,91.969,0.477,stable,2048.054,0.500,0.054,0,1.000,5.435,0.054,stable,23.905,67.469,91.083,stable,0.100,55.556,0.100,55.556,7.000,3888.889,1.000,555.556,1.000,555.556,2.000,1111.111,21.000,11666.667,35.000,19444.444,23.100,12833.333,14.000,7777.778
